Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/111-S-43rd-St-Louisville-KY-40212/73460213_zpid/,,Single Family,40000,10/30/24,986,sqft,40.57,3810,sqft,1,1,111 S 43rd St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/2344-W-Chestnut-St-Louisville-KY-40211/73506021_zpid/,,Single Family,40000,09/05/24,,,,,,4,2,2344 W Chestnut St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/720-Shaffer-Rd-Fairdale-KY-40118/73569646_zpid/,,Single Family,40000,10/15/24,720,sqft,55.56,0.31,acres,2,1,720 Shaffer Rd,Fairdale,40118,KY,USA
https://www.zillow.com/homedetails/820-S-33rd-St-Louisville-KY-40211/73579612_zpid/,,Single Family,40000,10/07/24,1170,sqft,34.19,4791,sqft,3,1,820 S 33rd St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/3038-Roselawn-Blvd-Louisville-KY-40220/73617692_zpid/,,Single Family,40000,10/15/24,2300,sqft,17.39,0.34,acres,3,2,3038 Roselawn Blvd,Louisville,40220,KY,USA
https://www.zillow.com/homedetails/Maple-Rd-Jeffersontown-KY-40299/131857993_zpid/,,Single Family,43000,10/01/24,,,,0.28,acres,0,0,Maple Rd,Jeffersontown,40299,KY,USA
https://www.zillow.com/homedetails/1461-Hazel-St-Louisville-KY-40211/131858676_zpid/,,Single Family,43500,10/11/24,1134,sqft,38.36,4791.6,sqft,3,1,1461 Hazel St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/1625-W-Kentucky-St-Louisville-KY-40210/73597155_zpid/,,Single Family,44000,09/13/24,1762,sqft,24.97,4356,sqft,3,2,1625 W Kentucky St,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1723-Hale-Ave-Louisville-KY-40210/114095654_zpid/,,Single Family,44000,10/15/24,,,,,,2,2,1723 Hale Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/326-Cecil-Ave-Louisville-KY-40212/73470142_zpid/,,Single Family,45000,10/15/24,1400,sqft,32.14,4200,sqft,1,1,326 Cecil Ave,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/102-S-43rd-St-Louisville-KY-40212/73472472_zpid/,,Single Family,45000,10/23/24,1025,sqft,43.9,3920.4,sqft,2,1,102 S 43rd St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/16810-Abbotts-Beach-Rd-West-Pt-KY-40177/73568644_zpid/,,Single Family,45000,11/15/24,1442,sqft,31.21,0.39,acres,2,2,16810 Abbotts Beach Rd,West Pt,40177,KY,USA
https://www.zillow.com/homedetails/2523-Rowan-St-Louisville-KY-40212/73641292_zpid/,,Single Family,45000,11/21/24,1496,sqft,30.08,5662.8,sqft,3,1,2523 Rowan St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/1482-Dixie-Hwy-Louisville-KY-40210/73585687_zpid/,,Single Family,46000,11/18/24,1289,sqft,35.69,4356,sqft,2,1,1482 Dixie Hwy,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/1721-W-Oak-St-Louisville-KY-40210/73665220_zpid/,,Single Family,47000,09/05/24,1038,sqft,45.28,3049.2,sqft,1,1,1721 W Oak St,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/2719-Rodman-St-Louisville-KY-40208/73429373_zpid/,,Single Family,48000,09/24/24,958,sqft,50.1,3049.2,sqft,2,1,2719 Rodman St,Louisville,40208,KY,USA
https://www.zillow.com/homedetails/104-N-46th-St-Louisville-KY-40212/73460211_zpid/,,Single Family,48000,11/05/24,1083,sqft,44.32,5227.2,sqft,2,1,104 N 46th St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/2503-Dumesnil-St-Louisville-KY-40210/73597782_zpid/,,Single Family,48000,10/29/24,,,,,,2,2,2503 Dumesnil St,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/3438-W-Jefferson-St-Louisville-KY-40212/73458599_zpid/,,Single Family,48800,10/04/24,660,sqft,73.94,3920.4,sqft,2,1,3438 W Jefferson St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/200-N-37th-St-Louisville-KY-40212/73428745_zpid/,,Single Family,49900,10/07/24,875,sqft,57.03,5662.8,sqft,3,1,200 N 37th St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/908-Longfield-Ave-Louisville-KY-40215/73429963_zpid/,,Single Family,50000,11/20/24,720,sqft,69.44,4774,sqft,,1,908 Longfield Ave,Louisville,40215,KY,USA
https://www.zillow.com/homedetails/2507-Thomas-Ave-Louisville-KY-40216/73570398_zpid/,,Single Family,50000,10/23/24,864,sqft,57.87,5780,sqft,1,1,2507 Thomas Ave,Louisville,40216,KY,USA
https://www.zillow.com/homedetails/3429-Virginia-Ave-Louisville-KY-40211/73581310_zpid/,,Single Family,50000,10/03/24,760,sqft,65.79,5201,sqft,1,1,3429 Virginia Ave,Louisville,40211,KY,USA
